"i","j","P_ij","F_ij"
25.5,1,0.799568253590226,0.353884972137927
25.6,1,0.798169062293562,0.351719428410893
25.7,1,0.796648079830481,0.349612285941194
25.8,1,0.795003508486208,0.347573414900596
25.9,1,0.793230718942698,0.345614267268582
26,1,0.791317398073304,0.34375126568575
26.1,1,0.789238547709958,0.342009611714383
26.2,1,0.787026358619467,0.340375557411392
26.3,1,0.784701611317542,0.338844620602308
26.4,1,0.782278264438272,0.337417414401538
26.5,1,0.779768315500255,0.336096109087826
26.6,1,0.777182941898056,0.334883629018856
26.7,1,0.774532909372436,0.333783416619867
26.8,1,0.771828662043877,0.332799507306825
26.9,1,0.769080102146472,0.331937080016026
27,1,0.766295258648632,0.331205191693493
27.1,1,0.763478901433607,0.330619860247026
27.2,1,0.760652157649905,0.330165453027194
27.3,1,0.75783336303623,0.329833410364444
27.4,1,0.75503936203027,0.329619011724363
27.5,1,0.752286910634804,0.32951854584216
27.6,1,0.749593055487386,0.329528653693618
27.7,1,0.746975348324962,0.329646094326328
27.8,1,0.744452100228989,0.329867688345686
27.9,1,0.742042988932843,0.330190437723924
28,1,0.739771806884671,0.33061231585443
28.1,1,0.737669233099218,0.33113317182116
28.2,1,0.735732761138853,0.331743071505635
28.3,1,0.733966253750642,0.332433843648744
28.4,1,0.732377416534854,0.333198115144978
28.5,1,0.730975138382306,0.334028433773757
28.6,1,0.72976898087934,0.334917025635529
28.7,1,0.728769124735556,0.335855646840314
28.8,1,0.727986645118227,0.336835400762619
28.9,1,0.72743451086264,0.337846332501098
29,1,0.727132359395618,0.338875726312961
29.1,1,0.72711117518182,0.339906183615441
29.2,1,0.727343311205191,0.340939084086295
29.3,1,0.727812417186996,0.341971244492067
29.4,1,0.728508801644898,0.342996714592698
29.5,1,0.729424677494553,0.344008403622602
29.6,1,0.73055318209298,0.344998393692334
29.7,1,0.731888129693182,0.345957957962081
29.8,1,0.733424119744071,0.346877344113355
29.9,1,0.735157188833393,0.347745032820842
30,1,0.73708808800551,0.348544288052762
1,2,0.999999132846347,0.190535033841148
1.1,2,0.99999908556421,0.206763921536563
1.2,2,0.99999903550356,0.224273340392864
1.3,2,0.999998982518702,0.243112586745565
1.4,2,0.999998926459411,0.263326808654813
1.5,2,0.999998867173353,0.284952304534968
1.6,2,0.999998804507609,0.308013506545385
1.7,2,0.999998738310525,0.332520006189213
1.8,2,0.999998668434688,0.358463213284851
1.9,2,0.999998594743105,0.385811912835745
2,2,0.999998517131198,0.414502361080733
2.1,2,0.999998435555055,0.444424767550185
2.2,2,0.999998349756017,0.475513579532726
2.3,2,0.999998259506746,0.507665933593731
2.4,2,0.999998164602025,0.54074346920441
2.5,2,0.999998064844149,0.574576156270486
2.6,2,0.999997960041824,0.608962195568184
2.7,2,0.999997850012544,0.643667369675821
2.8,2,0.999997734588551,0.678423733196321
2.9,2,0.99999761363128,0.712925395810794
3,2,0.999997487087953,0.746805758151267
3.1,2,0.999997355063726,0.77961186770338
3.2,2,0.999997217076112,0.81116751819824
3.3,2,0.999997072718145,0.841255336995139
3.4,2,0.999996921629158,0.869633144780841
3.5,2,0.999996763450854,0.896058624604339
3.6,2,0.999996597818995,0.920297134820754
3.7,2,0.999996424362772,0.942126051174442
3.8,2,0.999996242709755,0.961336864180474
3.9,2,0.99999605250224,0.977733022483898
4,2,0.999995853469166,0.991107181328181
4.1,2,0.999995645517467,1.00122230260937
4.2,2,0.999995427742514,1.00820412079437
4.3,2,0.999995199306638,1.01216060191671
4.4,2,0.999994959394866,1.01319630464911
4.5,2,0.999994707151341,1.01143399942615
4.6,2,0.999994441662298,1.00701650832124
4.7,2,0.999994161947765,1.00010473744994
4.8,2,0.999993866957379,0.990874347040501
4.9,2,0.999993555571828,0.979511544615105
5,2,0.999993226629932,0.966206024527496
5.1,2,0.999992878964392,0.951149968785793
5.2,2,0.999992510933504,0.93460410144668
5.3,2,0.999992120818891,0.916821471934531
5.4,2,0.999991706793271,0.89804295663508
5.5,2,0.999991266877465,0.878498678406913
5.6,2,0.9999907989171,0.858406976618167
5.7,2,0.99999030056072,0.837973505026655
5.8,2,0.9999897692348,0.817391242451099
5.9,2,0.999989202108025,0.796842912006436
6,2,0.999988596002407,0.776515030780809
6.1,2,0.999987947281068,0.756613365599971
6.2,2,0.999987252738569,0.73716284318194
6.3,2,0.999986508767822,0.718220337893579
6.4,2,0.999985711365541,0.699853996372787
6.5,2,0.999984856152354,0.682128481808171
6.6,2,0.999983938345554,0.665102569785549
6.7,2,0.999982952718226,0.648829268551969
6.8,2,0.999981893545437,0.63335738222131
6.9,2,0.999980754523112,0.61873570123435
7,2,0.999979528561301,0.60503043548515
7.1,2,0.999978207516731,0.592341709766637
7.2,2,0.999976784284807,0.580563003278521
7.3,2,0.999975250889478,0.569635203514164
7.4,2,0.999973598502688,0.55952516444809
7.5,2,0.999971817505962,0.550207866990566
7.6,2,0.999969897446745,0.541662734374206
7.7,2,0.999967826970018,0.533872674295909
7.8,2,0.999965593735833,0.52682433549064
7.9,2,0.999963184321313,0.520510033131568
8,2,0.99996058407743,0.514937536256513
8.1,2,0.999957776958163,0.510138908587238
8.2,2,0.999954746067425,0.506025196307924
8.3,2,0.999951472976491,0.502534847924565
8.4,2,0.999947937611816,0.499622879712888
8.5,2,0.999944118145187,0.497250318637299
8.6,2,0.999939990841255,0.495381720275272
8.7,2,0.999935529891159,0.493984179800463
8.8,2,0.999930707248957,0.493026802341834
8.9,2,0.999925492517438,0.492480320134124
9,2,0.999919853170143,0.492316708262986
9.1,2,0.999913754940702,0.492507299777098
9.2,2,0.999907155246262,0.493019005569584
9.3,2,0.999900008080614,0.493817574252006
9.4,2,0.999892263382352,0.494868969522128
9.5,2,0.999883866188935,0.496139245296707
9.6,2,0.999874756019189,0.49759435118469
9.7,2,0.999864866262155,0.499199819415148
9.8,2,0.9998541235653,0.500920088109368
9.9,2,0.999842447311828,0.502716636442081
10,2,0.999829749831462,0.504539615302224
10.1,2,0.999815936981019,0.506317220180806
10.2,2,0.999800892819488,0.508069345017748
10.3,2,0.999784490129627,0.509794722022931
10.4,2,0.999766588474486,0.511480986537416
10.5,2,0.99974703167002,0.513112828050431
10.6,2,0.999725645674747,0.514673657512377
10.7,2,0.999702236368404,0.516145942253361
10.8,2,0.999676587133204,0.51751071931961
10.9,2,0.999648456215076,0.518745528701944
11,2,0.9996175739758,0.519814387431869
11.1,2,0.999583639917117,0.520655619991783
11.2,2,0.999546315629456,0.521321855717419
11.3,2,0.999505223256222,0.521840587484829
11.4,2,0.999459940643905,0.522226039800705
11.5,2,0.999409995836129,0.522489118786662
11.6,2,0.999354861113771,0.522639458639007
11.7,2,0.999293946420216,0.522685938581741
11.8,2,0.99922659206653,0.522636510558982
11.9,2,0.999152060439453,0.522497121764614
12,2,0.999069525123833,0.522266501307015
12.1,2,0.9989780580023,0.521929572685354
12.2,2,0.998876652860927,0.521528812446854
12.3,2,0.998764188625297,0.521092779900964
12.4,2,0.998639419541502,0.520642726871333
12.5,2,0.99850096588313,0.520197806544902
12.6,2,0.998347302937914,0.519776185828072
12.7,2,0.998176749805958,0.519395417211925
12.8,2,0.997987458855949,0.519072626368422
12.9,2,0.997777407481851,0.51882480284402
13,2,0.997544399902371,0.518670083175214
13.1,2,0.997286077043996,0.518628662388509
13.2,2,0.996999754820424,0.518703012475008
13.3,2,0.996682540178612,0.518897738678135
13.4,2,0.996331324292106,0.519218720124214
13.5,2,0.995942774763875,0.519671878287396
13.6,2,0.995513340182048,0.520262967464642
13.7,2,0.995039264695738,0.520997597783859
13.8,2,0.994516618029407,0.521881490216065
13.9,2,0.993941358058281,0.522921364869147
14,2,0.993309522858327,0.524129266979588
14.1,2,0.992617519142916,0.525527645315582
14.2,2,0.991860145035805,0.527088010192856
14.3,2,0.991032255700824,0.528791895848019
14.4,2,0.990128784145499,0.530625913527436
14.5,2,0.98914471080073,0.532577426146083
14.6,2,0.988075138821636,0.534633638502912
14.7,2,0.986915414045644,0.536781332211359
14.8,2,0.985661301756634,0.539006884075897
14.9,2,0.984309288834442,0.541296689383582
15,2,0.982857444888957,0.543639545361354
15.1,2,0.981306629106545,0.546030601225287
15.2,2,0.979651246855135,0.548439952628897
15.3,2,0.977887057197855,0.550843733200741
15.4,2,0.976011081814954,0.553220266466665
15.5,2,0.974021243077724,0.555547646219669
15.6,2,0.971916427944276,0.557803229840158
15.7,2,0.969696662951151,0.559963441175094
15.8,2,0.967363401778362,0.562003568879866
15.9,2,0.964920081823365,0.563897266607912
16,2,0.96237402140463,0.565614293419903
16.1,2,0.959738923609014,0.567120041928093
16.2,2,0.957011201360816,0.568413697834324
16.3,2,0.95419039998613,0.569490460232494
16.4,2,0.951278527734166,0.570341961440048
16.5,2,0.948278796773967,0.570958529176485
16.6,2,0.945195453939993,0.571329667336196
16.7,2,0.94203384884014,0.571444121368581
16.8,2,0.938800682585069,0.571289585095676
16.9,2,0.935504644037207,0.570851584419494
17,2,0.932158980222103,0.570108116340219
17.1,2,0.928784657888097,0.569025797313036
17.2,2,0.925375545200691,0.567642379659841
17.3,2,0.92192976393018,0.565983846208086
17.4,2,0.918448342863146,0.564068354770123
17.5,2,0.914933222044044,0.561911593777942
17.6,2,0.911386929186241,0.5595278642352
17.7,2,0.907812598113711,0.55693030450596
17.8,2,0.90421419186925,0.554130662910739
17.9,2,0.900597086591591,0.551138351380879
18,2,0.896970385252096,0.547956045180921
18.1,2,0.893349580861545,0.544576013621108
18.2,2,0.88972533128024,0.541045254644481
18.3,2,0.886092668888843,0.537399316054185
18.4,2,0.882449576673826,0.533666323722172
18.5,2,0.878795135441353,0.529871441046584
18.6,2,0.875129224763715,0.526037829054914
18.7,2,0.87145253112528,0.522186940328988
18.8,2,0.867766716784234,0.518338554252031
18.9,2,0.864074834361727,0.514510582370964
19,2,0.860382882919767,0.510718001553471
19.1,2,0.85670151751259,0.506971499366513
19.2,2,0.853025381614437,0.503292344984432
19.3,2,0.849352880267107,0.499697431025223
19.4,2,0.845685121330948,0.496200893304089
19.5,2,0.842024635674961,0.492815336809317
19.6,2,0.838375149348162,0.489552182703072
19.7,2,0.834741568145847,0.48642185277769
19.8,2,0.831130087997946,0.483433930883156
19.9,2,0.827548529520606,0.480597443872575
20,2,0.824007767504055,0.477921966065167
20.1,2,0.820523251859092,0.475417778243129
20.2,2,0.817094924229463,0.47307776989448
20.3,2,0.813726575068816,0.470895961609355
20.4,2,0.810424667142131,0.468867378619401
20.5,2,0.80719699231547,0.46698703850585
20.6,2,0.804052366093463,0.465249784147141
20.7,2,0.801000541063091,0.463650265058644
20.8,2,0.79805227699609,0.462182972704947
20.9,2,0.795219742992135,0.460842355493606
21,2,0.792518612945068,0.459623365773012
21.1,2,0.789970229093046,0.458520949031474
21.2,2,0.78757033409821,0.457518863627137
21.3,2,0.785319531775047,0.456600977409005
21.4,2,0.783221315765866,0.455751777564453
21.5,2,0.781279931382209,0.454955839939556
21.6,2,0.77949988545761,0.454197731135587
21.7,2,0.777885795204576,0.453461959315022
21.8,2,0.776442443294784,0.452732862510125
21.9,2,0.775175212527516,0.451994243863585
22,2,0.774092392445524,0.451227621369158
22.1,2,0.773207484151702,0.450409715249506
22.2,2,0.772504755595524,0.449535704343829
22.3,2,0.771973375986724,0.448595945620928
22.4,2,0.771605164268028,0.44757858819055
22.5,2,0.771392247268229,0.446471382859865
22.6,2,0.771326566011219,0.445262082582746
22.7,2,0.771399740592376,0.443938529351421
22.8,2,0.771603089037448,0.442488497058596
22.9,2,0.771927817519262,0.440898995778132
23,2,0.772365926197093,0.439152807973617
23.1,2,0.772911092418753,0.437224855195076
23.2,2,0.77354568759765,0.435132424726902
23.3,2,0.77425384138437,0.432884484836699
23.4,2,0.775020568221228,0.430485573307593
23.5,2,0.77583088296817,0.427939333818254
23.6,2,0.776669617072376,0.425249239414439
23.7,2,0.777521346300904,0.422418750864675
23.8,2,0.77837029499683,0.419451178967757
23.9,2,0.77920003471308,0.416349077641375
24,2,0.779991978926197,0.413111384962616
24.1,2,0.780723911142644,0.409730952109092
24.2,2,0.781392269702707,0.406236608646063
24.3,2,0.781989706187818,0.402650175439647
24.4,2,0.782506602644229,0.398989215023619
24.5,2,0.782932581577152,0.395269904061685
24.6,2,0.783256792687676,0.391507611827881
24.7,2,0.783467939832694,0.387717048030123
24.8,2,0.783554112664244,0.383912259061389
24.9,2,0.783502164011313,0.380106523075457
25,2,0.783294695838828,0.37631192225319
25.1,2,0.782907048655642,0.372539474078118
25.2,2,0.782351338114671,0.368806508354946
25.3,2,0.78163252783093,0.365129044847779
25.4,2,0.780751407152253,0.361521727387179
25.5,2,0.779707616658918,0.357998277418898
25.6,2,0.778500297414261,0.354571627716145
25.7,2,0.777128290069858,0.351254014809323
25.8,2,0.775590124127088,0.348057120467346
25.9,2,0.773883672517938,0.344992444303533
26,2,0.772004129073586,0.342072998725001
26.1,2,0.769941930594678,0.339315473639946
26.2,2,0.767713728172539,0.33671739967302
26.3,2,0.765332067846836,0.334280467155708
26.4,2,0.762807467132212,0.332008219084151
26.5,2,0.760150587259385,0.329904385499358
26.6,2,0.757372776374588,0.327972577109529
26.7,2,0.754486350046374,0.326216243942072
26.8,2,0.751504866143183,0.324638783611335
26.9,2,0.748443608098469,0.32324394760306
27,2,0.745321284753099,0.32203780741662
27.1,2,0.742161770988623,0.321031062209943
27.2,2,0.738971717951398,0.320211380773254
27.3,2,0.735762716295639,0.319571262722843
27.4,2,0.732549956565294,0.319105616613373
27.5,2,0.729350783966263,0.318809761626638
27.6,2,0.726184467736687,0.318678999116354
27.7,2,0.723072290692901,0.318708464314841
27.8,2,0.720038002254724,0.3188930664719
27.9,2,0.71710921808387,0.319227495520254
28,2,0.714323804376678,0.319706509838191
28.1,2,0.711736338886471,0.320325334444579
28.2,2,0.709326083752789,0.321074746297009
28.3,2,0.707087854381014,0.321945864871518
28.4,2,0.705026196531475,0.32292965976834
28.5,2,0.703149225850615,0.324016561474841
28.6,2,0.701467393908932,0.325196337451705
28.7,2,0.699993290618811,0.326457974819749
28.8,2,0.698742133335784,0.327789462014175
28.9,2,0.697733630747423,0.329177227323132
29,2,0.697000808670036,0.330603733392631
29.1,2,0.696598700796963,0.332044832170358
29.2,2,0.696475798665026,0.333503066036776
29.3,2,0.696602335736406,0.334974617943062
29.4,2,0.696961799201035,0.336451714613588
29.5,2,0.697542194400479,0.337924909927407
29.6,2,0.698334250060551,0.339383532627962
29.7,2,0.699331006007816,0.340815728667099
29.8,2,0.700528127400537,0.342208190725971
29.9,2,0.701925390329851,0.343545195728719
30,2,0.703533836814369,0.344804081672924
1,3,0.999999036078757,0.17871627323025
1.1,3,0.99999898506978,0.19488265124494
1.2,3,0.999998931105106,0.212416696730837
1.3,3,0.999998874027266,0.231387407663589
1.4,3,0.999998813673951,0.251858076726526
1.5,3,0.999998749880276,0.273882454568401
1.6,3,0.999998682480289,0.297501250263152
1.7,3,0.999998611308844,0.322738216561177
1.8,3,0.999998536204636,0.349595393245342
1.9,3,0.99999845701659,0.378046296535008
2,3,0.999998373626802,0.408019487511768
2.1,3,0.999998285979909,0.439376165882938
2.2,3,0.999998193794003,0.472069843271498
2.3,3,0.999998096819345,0.506005431301972
2.4,3,0.999997994828435,0.541041787759286
2.5,3,0.999997887600505,0.576998355284637
2.6,3,0.99999777492021,0.613654806354203
2.7,3,0.999997656579984,0.650749539067362
2.8,3,0.999997532386143,0.687977044752939
2.9,3,0.999997402173947,0.724981068938047
3,3,0.999997265867195,0.76132167058886
3.1,3,0.999997123554136,0.796437213139794
3.2,3,0.999996974699248,0.830150796725166
3.3,3,0.999996818844891,0.862227364210303
3.4,3,0.999996655580099,0.892395660580687
3.5,3,0.999996484494042,0.920381722006564
3.6,3,0.999996305167271,0.945918930113444
3.7,3,0.999996117171241,0.968753313386274
3.8,3,0.999995920074036,0.988645838030592
3.9,3,0.999995713458951,1.00536897212799
4,3,0.999995497005785,1.01867521169218
4.1,3,0.999995270594257,1.02826951087838
4.2,3,0.999995033189761,1.03434052331398
4.3,3,0.999994783833572,1.0370439701918
4.4,3,0.999994521593934,1.03652385532217
4.5,3,0.999994245495728,1.03294207950505
4.6,3,0.999993954503051,1.02648112091746
4.7,3,0.999993647512446,1.01734162110437
4.8,3,0.999993323352388,1.00573816129943
4.9,3,0.99999298079344,0.9918937051427
5,3,0.999992618607989,0.976028887948338
5.1,3,0.99999223564796,0.958357986228139
5.2,3,0.999991829962688,0.939199125005422
5.3,3,0.999991399569574,0.918850408482419
5.4,3,0.999990942408374,0.897588557062516
5.5,3,0.999990456277715,0.875673435096932
5.6,3,0.999989938812692,0.85334775697868
5.7,3,0.999989387470567,0.830836611306464
5.8,3,0.999988799521045,0.808347915261336
5.9,3,0.999988172043565,0.786075450397859
6,3,0.999987501954267,0.764214296266277
6.1,3,0.99998678604496,0.742977280942339
6.2,3,0.999986020458886,0.722381548584463
6.3,3,0.999985201127295,0.702477624918068
6.4,3,0.999984323734346,0.683327610127673
6.5,3,0.9999833836712,0.664989612981991
6.6,3,0.999982376015506,0.647515403854097
6.7,3,0.999981295519689,0.630950759213847
