"i","j","P_ij","F_ij"
15,16,0.918418648583163,16.9656304622916
16,16,0.932204262460349,18.0941646393842
17,16,0.943802923005722,19.2226988164768
18,16,0.953516203609747,20.3512329935694
19,16,0.961618883914709,21.4797671706619
20,16,0.968356042914302,22.6083013477545
1,17,0.429421813149108,1.23878428643483
2,17,0.478959800679886,2.43760778943628
3,17,0.528915069788621,3.63643129243773
4,17,0.578297773296032,4.83525479543919
5,17,0.626162678517028,6.03407829844064
6,17,0.671679157500744,7.23290180144209
7,17,0.714183405708855,8.43172530444354
8,17,0.753206872081653,9.63054880744499
9,17,0.788480331704218,10.8293723104464
10,17,0.8199176221774,12.0281958134479
11,17,0.847585698639642,13.2270193164493
12,17,0.871668169155966,14.4258428194508
13,17,0.892428386531877,15.6246663224522
14,17,0.910176301388476,16.8234898254537
15,17,0.925241334500825,18.0223133284551
16,17,0.93795194050734,19.2211368314566
17,17,0.948621470392867,20.4199603344581
18,17,0.957539367139338,21.6187838374595
19,17,0.964966528212953,22.817607340461
20,17,0.971133704107201,24.0164308434624
1,18,0.452772783659965,1.31141658987401
2,18,0.502631554648663,2.58052941878434
3,18,0.552438044874211,3.84964224769467
4,18,0.601214072784442,5.118755076605
5,18,0.648060852477209,6.38786790551533
6,18,0.692221647664753,7.65698073442566
7,18,0.733123137453175,8.92609356333599
8,18,0.770392061312872,10.1952063922463
9,18,0.803848944179015,11.4643192211567
10,18,0.833484445627397,12.733432050067
11,18,0.859425472258414,14.0025448789773
12,18,0.881897851121233,15.2716577078876
13,18,0.90119080300279,16.540770536798
14,18,0.917626473843024,17.8098833657083
15,18,0.931535970587853,19.0789961946186
16,18,0.943242002884811,20.348109023529
17,18,0.953047411539822,21.6172218524393
18,18,0.96122848518857,22.8863346813496
19,18,0.968031893968591,24.15544751026
20,18,0.973674174673431,25.4245603391703
1,19,0.476333487542186,1.38404889331318
2,19,0.526291517393018,2.72345104813239
3,19,0.57572863263222,4.0628532029516
4,19,0.62369539332148,5.40225535777082
5,19,0.669353647305022,6.74165751259003
6,19,0.712029881194322,8.08105966740924
7,19,0.751244963368708,9.42046182222845
8,19,0.786719431296778,10.7598639770477
9,19,0.81835814585088,12.0992661318669
10,19,0.846220884167119,13.4386682866861
11,19,0.870486052416409,14.7780704415053
12,19,0.891413678409539,16.1174725963245
13,19,0.909311994421617,17.4568747511437
14,19,0.924509964240342,18.7962769059629
15,19,0.937336497429078,20.1356790607821
16,19,0.948106001185592,21.4750812156013
17,19,0.95710932385492,22.8144833704206
18,19,0.964608927303368,24.1538855252398
19,19,0.970837151595578,25.493287680059
20,19,0.975996589272083,26.8326898348782
1,20,0.5,1.45668119675236
2,20,0.549833997312478,2.86637267748045
3,20,0.598687660112452,4.27606415820854
4,20,0.645656306225796,5.68575563893663
5,20,0.689974481127612,7.09544711966472
6,20,0.731058578630005,8.50513860039281
7,20,0.768524783499018,9.91483008112091
8,20,0.802183888558582,11.324521561849
9,20,0.832018385133925,12.7342130425771
10,20,0.858148935099512,14.1439045233052
11,20,0.880797077977882,15.5535960040333
12,20,0.900249510880315,16.9632874847614
13,20,0.916827303506078,18.3729789654894
14,20,0.930861579656653,19.7826704462175
15,20,0.942675824101131,21.1923619269456
16,20,0.952574126822433,22.6020534076737
17,20,0.960834277203236,24.0117448884018
18,20,0.96770453530155,25.4214363691299
19,20,0.973403006423134,26.831127849858
20,20,0.97811872906387,28.2408193305861
