"i","j","P_ij","F_ij","sim"
3,5,0.845534734916465,0.152307468571088,"Sim 2"
4,5,0.832018385133924,0.137813496609456,"Sim 2"
5,5,0.817574476193644,0.124698808442608,"Sim 2"
6,5,0.802183888558582,0.11283214786337,"Sim 2"
7,5,0.785834983042559,0.102094749344143,"Sim 2"
8,5,0.768524783499018,0.0923791493915831,"Sim 2"
9,5,0.750260105595118,0.0835881110158382,"Sim 2"
10,5,0.731058578630005,0.0756336505500742,"Sim 2"
11,5,0.710949502625004,0.0684361570803632,"Sim 2"
12,5,0.689974481127612,0.0619235956728992,"Sim 2"
13,5,0.668187772168166,0.0560307864241688,"Sim 2"
14,5,0.645656306225795,0.0506987521185692,"Sim 2"
15,5,0.622459331201855,0.0458741279646113,"Sim 2"
16,5,0.598687660112452,0.0415086275021501,"Sim 2"
17,5,0.574442516811659,0.0375585593352619,"Sim 2"
18,5,0.549833997312478,0.0339843898540688,"Sim 2"
19,5,0.52497918747894,0.030750347569083,"Sim 2"
20,5,0.5,0.0278240650981174,"Sim 2"
1,6,0.869891525637002,0.167425885981008,"Sim 2"
2,6,0.858148935099512,0.151493206383438,"Sim 2"
3,6,0.845534734916465,0.137076721713979,"Sim 2"
4,6,0.832018385133924,0.124032146948511,"Sim 2"
5,6,0.817574476193644,0.112228927598347,"Sim 2"
6,6,0.802183888558582,0.101548933077033,"Sim 2"
7,6,0.785834983042559,0.0918852744097289,"Sim 2"
8,6,0.768524783499018,0.0831412344524247,"Sim 2"
9,6,0.750260105595118,0.0752292999142544,"Sim 2"
10,6,0.731058578630005,0.0680702854950668,"Sim 2"
11,6,0.710949502625004,0.0615925413723268,"Sim 2"
12,6,0.689974481127612,0.0557312361056092,"Sim 2"
13,6,0.668187772168166,0.0504277077817519,"Sim 2"
14,6,0.645656306225795,0.0456288769067123,"Sim 2"
15,6,0.622459331201855,0.0412867151681501,"Sim 2"
16,6,0.598687660112452,0.0373577647519351,"Sim 2"
17,6,0.574442516811659,0.0338027034017357,"Sim 2"
18,6,0.549833997312478,0.0305859508686619,"Sim 2"
19,6,0.52497918747894,0.0276753128121747,"Sim 2"
20,6,0.5,0.0250416585883057,"Sim 2"
1,7,0.869891525637002,0.148823009760896,"Sim 2"
2,7,0.858148935099512,0.13466062789639,"Sim 2"
3,7,0.845534734916465,0.12184597485687,"Sim 2"
4,7,0.832018385133924,0.110250797287565,"Sim 2"
5,7,0.817574476193644,0.0997590467540862,"Sim 2"
6,7,0.802183888558582,0.0902657182906959,"Sim 2"
7,7,0.785834983042559,0.0816757994753146,"Sim 2"
8,7,0.768524783499018,0.0739033195132665,"Sim 2"
9,7,0.750260105595118,0.0668704888126706,"Sim 2"
10,7,0.731058578630005,0.0605069204400593,"Sim 2"
11,7,0.710949502625004,0.0547489256642905,"Sim 2"
12,7,0.689974481127612,0.0495388765383193,"Sim 2"
13,7,0.668187772168166,0.044824629139335,"Sim 2"
14,7,0.645656306225795,0.0405590016948553,"Sim 2"
15,7,0.622459331201855,0.036699302371689,"Sim 2"
16,7,0.598687660112452,0.0332069020017201,"Sim 2"
17,7,0.574442516811659,0.0300468474682095,"Sim 2"
18,7,0.549833997312478,0.027187511883255,"Sim 2"
19,7,0.52497918747894,0.0246002780552664,"Sim 2"
20,7,0.5,0.022259252078494,"Sim 2"
1,8,0.869891525637002,0.130220133540784,"Sim 2"
2,8,0.858148935099512,0.117828049409341,"Sim 2"
3,8,0.845534734916465,0.106615227999761,"Sim 2"
4,8,0.832018385133924,0.0964694476266193,"Sim 2"
5,8,0.817574476193644,0.0872891659098254,"Sim 2"
6,8,0.802183888558582,0.078982503504359,"Sim 2"
7,8,0.785834983042559,0.0714663245409003,"Sim 2"
8,8,0.768524783499018,0.0646654045741081,"Sim 2"
9,8,0.750260105595118,0.0585116777110867,"Sim 2"
10,8,0.731058578630005,0.0529435553850519,"Sim 2"
11,8,0.710949502625004,0.0479053099562542,"Sim 2"
12,8,0.689974481127612,0.0433465169710294,"Sim 2"
13,8,0.668187772168166,0.0392215504969182,"Sim 2"
14,8,0.645656306225795,0.0354891264829984,"Sim 2"
15,8,0.622459331201855,0.0321118895752279,"Sim 2"
16,8,0.598687660112452,0.0290560392515051,"Sim 2"
17,8,0.574442516811659,0.0262909915346833,"Sim 2"
18,8,0.549833997312478,0.0237890728978481,"Sim 2"
19,8,0.52497918747894,0.0215252432983581,"Sim 2"
20,8,0.5,0.0194768455686822,"Sim 2"
1,9,0.869891525637002,0.111617257320672,"Sim 2"
2,9,0.858148935099512,0.100995470922292,"Sim 2"
3,9,0.845534734916465,0.0913844811426527,"Sim 2"
4,9,0.832018385133924,0.0826880979656737,"Sim 2"
5,9,0.817574476193644,0.0748192850655647,"Sim 2"
6,9,0.802183888558582,0.067699288718022,"Sim 2"
7,9,0.785834983042559,0.0612568496064859,"Sim 2"
8,9,0.768524783499018,0.0554274896349498,"Sim 2"
9,9,0.750260105595118,0.0501528666095029,"Sim 2"
10,9,0.731058578630005,0.0453801903300445,"Sim 2"
11,9,0.710949502625004,0.0410616942482179,"Sim 2"
12,9,0.689974481127612,0.0371541574037395,"Sim 2"
13,9,0.668187772168166,0.0336184718545013,"Sim 2"
14,9,0.645656306225795,0.0304192512711415,"Sim 2"
15,9,0.622459331201855,0.0275244767787668,"Sim 2"
16,9,0.598687660112452,0.02490517650129,"Sim 2"
17,9,0.574442516811659,0.0225351356011571,"Sim 2"
18,9,0.549833997312478,0.0203906339124413,"Sim 2"
19,9,0.52497918747894,0.0184502085414498,"Sim 2"
20,9,0.5,0.0166944390588705,"Sim 2"
1,1,0.645656306225795,0.3664388737241,"Sim 3"
2,1,0.645656306225795,0.3664388737241,"Sim 3"
3,1,0.645656306225795,0.3664388737241,"Sim 3"
4,1,0.645656306225795,0.3664388737241,"Sim 3"
5,1,0.645656306225795,0.3664388737241,"Sim 3"
6,1,0.645656306225795,0.3664388737241,"Sim 3"
7,1,0.645656306225795,0.3664388737241,"Sim 3"
8,1,0.645656306225795,0.3664388737241,"Sim 3"
9,1,0.645656306225795,0.3664388737241,"Sim 3"
10,1,0.645656306225795,0.3664388737241,"Sim 3"
11,1,0.645656306225795,0.3664388737241,"Sim 3"
12,1,0.645656306225795,0.3664388737241,"Sim 3"
13,1,0.645656306225795,0.3664388737241,"Sim 3"
14,1,0.645656306225795,0.3664388737241,"Sim 3"
15,1,0.645656306225795,0.3664388737241,"Sim 3"
16,1,0.645656306225795,0.3664388737241,"Sim 3"
17,1,0.645656306225795,0.3664388737241,"Sim 3"
18,1,0.645656306225795,0.3664388737241,"Sim 3"
19,1,0.645656306225795,0.3664388737241,"Sim 3"
20,1,0.645656306225795,0.3664388737241,"Sim 3"
1,2,0.645656306225795,0.340264668458093,"Sim 3"
2,2,0.645656306225795,0.340264668458093,"Sim 3"
3,2,0.645656306225795,0.340264668458093,"Sim 3"
4,2,0.645656306225795,0.340264668458093,"Sim 3"
5,2,0.645656306225795,0.340264668458093,"Sim 3"
6,2,0.645656306225795,0.340264668458093,"Sim 3"
7,2,0.645656306225795,0.340264668458093,"Sim 3"
8,2,0.645656306225795,0.340264668458093,"Sim 3"
9,2,0.645656306225795,0.340264668458093,"Sim 3"
10,2,0.645656306225795,0.340264668458093,"Sim 3"
11,2,0.645656306225795,0.340264668458093,"Sim 3"
12,2,0.645656306225795,0.340264668458093,"Sim 3"
13,2,0.645656306225795,0.340264668458093,"Sim 3"
14,2,0.645656306225795,0.340264668458093,"Sim 3"
15,2,0.645656306225795,0.340264668458093,"Sim 3"
16,2,0.645656306225795,0.340264668458093,"Sim 3"
17,2,0.645656306225795,0.340264668458093,"Sim 3"
18,2,0.645656306225795,0.340264668458093,"Sim 3"
19,2,0.645656306225795,0.340264668458093,"Sim 3"
20,2,0.645656306225795,0.340264668458093,"Sim 3"
1,3,0.645656306225795,0.314090463192086,"Sim 3"
2,3,0.645656306225795,0.314090463192086,"Sim 3"
3,3,0.645656306225795,0.314090463192086,"Sim 3"
4,3,0.645656306225795,0.314090463192086,"Sim 3"
5,3,0.645656306225795,0.314090463192086,"Sim 3"
6,3,0.645656306225795,0.314090463192086,"Sim 3"
7,3,0.645656306225795,0.314090463192086,"Sim 3"
8,3,0.645656306225795,0.314090463192086,"Sim 3"
9,3,0.645656306225795,0.314090463192086,"Sim 3"
10,3,0.645656306225795,0.314090463192086,"Sim 3"
11,3,0.645656306225795,0.314090463192086,"Sim 3"
12,3,0.645656306225795,0.314090463192086,"Sim 3"
13,3,0.645656306225795,0.314090463192086,"Sim 3"
14,3,0.645656306225795,0.314090463192086,"Sim 3"
15,3,0.645656306225795,0.314090463192086,"Sim 3"
16,3,0.645656306225795,0.314090463192086,"Sim 3"
17,3,0.645656306225795,0.314090463192086,"Sim 3"
18,3,0.645656306225795,0.314090463192086,"Sim 3"
19,3,0.645656306225795,0.314090463192086,"Sim 3"
20,3,0.645656306225795,0.314090463192086,"Sim 3"
1,4,0.645656306225795,0.287916257926079,"Sim 3"
2,4,0.645656306225795,0.287916257926079,"Sim 3"
3,4,0.645656306225795,0.287916257926079,"Sim 3"
4,4,0.645656306225795,0.287916257926079,"Sim 3"
5,4,0.645656306225795,0.287916257926079,"Sim 3"
6,4,0.645656306225795,0.287916257926079,"Sim 3"
7,4,0.645656306225795,0.287916257926079,"Sim 3"
8,4,0.645656306225795,0.287916257926079,"Sim 3"
9,4,0.645656306225795,0.287916257926079,"Sim 3"
10,4,0.645656306225795,0.287916257926079,"Sim 3"
11,4,0.645656306225795,0.287916257926079,"Sim 3"
12,4,0.645656306225795,0.287916257926079,"Sim 3"
13,4,0.645656306225795,0.287916257926079,"Sim 3"
14,4,0.645656306225795,0.287916257926079,"Sim 3"
15,4,0.645656306225795,0.287916257926079,"Sim 3"
16,4,0.645656306225795,0.287916257926079,"Sim 3"
17,4,0.645656306225795,0.287916257926079,"Sim 3"
18,4,0.645656306225795,0.287916257926079,"Sim 3"
19,4,0.645656306225795,0.287916257926079,"Sim 3"
20,4,0.645656306225795,0.287916257926079,"Sim 3"
1,5,0.645656306225795,0.261742052660072,"Sim 3"
2,5,0.645656306225795,0.261742052660072,"Sim 3"
3,5,0.645656306225795,0.261742052660072,"Sim 3"
4,5,0.645656306225795,0.261742052660072,"Sim 3"
5,5,0.645656306225795,0.261742052660072,"Sim 3"
6,5,0.645656306225795,0.261742052660072,"Sim 3"
7,5,0.645656306225795,0.261742052660072,"Sim 3"
8,5,0.645656306225795,0.261742052660072,"Sim 3"
9,5,0.645656306225795,0.261742052660072,"Sim 3"
10,5,0.645656306225795,0.261742052660072,"Sim 3"
11,5,0.645656306225795,0.261742052660072,"Sim 3"
12,5,0.645656306225795,0.261742052660072,"Sim 3"
13,5,0.645656306225795,0.261742052660072,"Sim 3"
14,5,0.645656306225795,0.261742052660072,"Sim 3"
15,5,0.645656306225795,0.261742052660072,"Sim 3"
16,5,0.645656306225795,0.261742052660072,"Sim 3"
17,5,0.645656306225795,0.261742052660072,"Sim 3"
18,5,0.645656306225795,0.261742052660072,"Sim 3"
19,5,0.645656306225795,0.261742052660072,"Sim 3"
20,5,0.645656306225795,0.261742052660072,"Sim 3"
1,6,0.645656306225795,0.235567847394064,"Sim 3"
2,6,0.645656306225795,0.235567847394064,"Sim 3"
3,6,0.645656306225795,0.235567847394064,"Sim 3"
4,6,0.645656306225795,0.235567847394064,"Sim 3"
5,6,0.645656306225795,0.235567847394064,"Sim 3"
6,6,0.645656306225795,0.235567847394064,"Sim 3"
7,6,0.645656306225795,0.235567847394064,"Sim 3"
8,6,0.645656306225795,0.235567847394064,"Sim 3"
9,6,0.645656306225795,0.235567847394064,"Sim 3"
10,6,0.645656306225795,0.235567847394064,"Sim 3"
11,6,0.645656306225795,0.235567847394064,"Sim 3"
12,6,0.645656306225795,0.235567847394064,"Sim 3"
13,6,0.645656306225795,0.235567847394064,"Sim 3"
14,6,0.645656306225795,0.235567847394064,"Sim 3"
15,6,0.645656306225795,0.235567847394064,"Sim 3"
16,6,0.645656306225795,0.235567847394064,"Sim 3"
17,6,0.645656306225795,0.235567847394064,"Sim 3"
18,6,0.645656306225795,0.235567847394064,"Sim 3"
19,6,0.645656306225795,0.235567847394064,"Sim 3"
20,6,0.645656306225795,0.235567847394064,"Sim 3"
1,7,0.645656306225795,0.209393642128057,"Sim 3"
2,7,0.645656306225795,0.209393642128057,"Sim 3"
3,7,0.645656306225795,0.209393642128057,"Sim 3"
4,7,0.645656306225795,0.209393642128057,"Sim 3"
5,7,0.645656306225795,0.209393642128057,"Sim 3"
6,7,0.645656306225795,0.209393642128057,"Sim 3"
7,7,0.645656306225795,0.209393642128057,"Sim 3"
8,7,0.645656306225795,0.209393642128057,"Sim 3"
